Price,URL,Location_Date,ConditionCategory,MainCategory
2 140 186 so’m,https://www.olx.uz/d/oz/obyavlenie/maribel-original-stulchik-dlya-kormleniya-3-v-1-shezlong-kachelyami-ID2n71m.html,"Toshkent, Uchtepa tumani - Bugunda 08:57",Yangi,Kids_World
"5 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/yumshoq-toqilgan-oyinchoqlar-ID2TNCH.html,Urganch - Bugunda 08:57,Yangi,Kids_World
150 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kokon-gnezdyshko-novyj-ID40o0h.html,"Toshkent, Yakkasaroy tumani - Bugunda 08:56",Yangi,Kids_World
10 000 so’m,https://www.olx.uz/d/oz/obyavlenie/yumshoq-oyinchoqlar-ID2TRpS.html,Urganch - Bugunda 08:56,Yangi,Kids_World
1 850 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-bogchalari-uchun-6urinli-partalar-ID3y2hL.html,"Toshkent, Uchtepa tumani - Bugunda 08:56",Yangi,Kids_World
"35 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/toqilgan-oyinchoqlar-ID2UCrf.html,Urganch - Bugunda 08:56,Yangi,Kids_World
"1 150 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/dastavka-ustanovka-besplatnya-gorka-kacheli-suxoj-bassejn-miyachik-150-ID41KY1.html,"Toshkent, Chilonzor tumani - 25/04/2025",Yangi,Kids_World
"500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kolyaska-progulochnaya-brevi-ID41Pfc.html,"Toshkent, Bektemir tumani - 26/04/2025",F/b,Kids_World
600 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-belanchagi-belanchak-ID3Qq57.html,Bekobod - Bugunda 06:52,Yangi,Kids_World
"1 200 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/detskaya-mashina-baggi-ID41R7S.html,"Toshkent, Yunusobod tumani - Bugunda 08:56",F/b,Kids_World
820 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-stol-stul-na4mest-100-derevo-fanera-ID3wXZR.html,"Toshkent, Uchtepa tumani - Bugunda 08:56",Yangi,Kids_World
450 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kolyaska-detskij-xolati-zhuda-yaxshi-ID3DoSC.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:56",F/b,Kids_World
700 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kolyaska-transformer-ID3dHGm.html,Chirchiq - Bugunda 08:56,F/b,Kids_World
"550 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/bolalar-uchun-dron-kolyaska-ID426B5.html,"Toshkent, Yunusobod tumani - Bugunda 08:56",F/b,Kids_World
95 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-stul-dlya-sadikov-ID3YewE.html,"Toshkent, Uchtepa tumani - Bugunda 08:56",Yangi,Kids_World
"71 339 532 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/2-ta-batut-1-ta-bolalar-atraksioni-sotiladi-ID3Yoen.html,Beshkent - Bugunda 08:56,F/b,Kids_World
3 600 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-bogchalari-uchun-12urinli-stol-stul-ID3jfX3.html,"Toshkent, Uchtepa tumani - Bugunda 08:55",Yangi,Kids_World
"2 200 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kachelalar-aksiyada-ID426MY.html,Qo'qon - Bugunda 08:55,Yangi,Kids_World
50 000 so’m,https://www.olx.uz/d/oz/obyavlenie/tunika-majka-na-rost-110-ID3l1r3.html,"Toshkent, Chilonzor tumani - Bugunda 08:55",Yangi,Kids_World
7 133 953 so’m,https://www.olx.uz/d/oz/obyavlenie/kvadrocikl-detskij-elektro-skuter-ID41Fwx.html,"Toshkent, Mirobod tumani - 29/04/2025",Yangi,Kids_World
550 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-stulchik-dlya-kormleniya-b-u-ID41HPR.html,"Toshkent, Yunusobod tumani - 30/04/2025",F/b,Kids_World
"160 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/palatka-detskij-igravoj-domik-domik-chodir-palatka-140x135140cm-ID3GikG.html,"Toshkent, Shayxontohur tumani - Bugunda 00:23",Yangi,Kids_World
1 250 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-bogchalari-uchun-6urinlistol-stul-ID3wEf7.html,"Toshkent, Uchtepa tumani - Bugunda 08:55",Yangi,Kids_World
40 000 so’m,https://www.olx.uz/d/oz/obyavlenie/dzhinsy-dlya-podrostka-12-15-let-ID3P0eV.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:55",F/b,Kids_World
200 000 so’m,https://www.olx.uz/d/oz/obyavlenie/prodam-letayushhij-istrebitel-su-27-v-radioupravlenii-ID3VuTn.html,"Toshkent, Yunusobod tumani - Bugunda 08:54",Yangi,Kids_World
1 999 999 so’m,https://www.olx.uz/d/oz/obyavlenie/detskaya-mebel-party-dlya-shkoly-ID3U7NM.html,"Toshkent, Yakkasaroy tumani - Bugunda 08:56",F/b,Kids_World
"400 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/lyutsafer-lyusafer-myagkaya-igrushka-ID3XLNU.html,"Toshkent, Olmazor tumani - Bugunda 08:53",Yangi,Kids_World
1 500 000 so’m,https://www.olx.uz/d/oz/obyavlenie/lego-makerzoid-robot-master-ID3QNBw.html,Farg‘ona - Bugunda 08:52,Yangi,Kids_World
300 000 so’m,https://www.olx.uz/d/oz/obyavlenie/optim-belanchaklar-ID3dCpG.html,Bogʻdod - Bugunda 08:52,Yangi,Kids_World
350 000 so’m,https://www.olx.uz/d/oz/obyavlenie/rejtingovoe-plate-ID21hqK.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:52",Yangi,Kids_World
1 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-detskaya-mebel-ID38XgR.html,Farg‘ona - Bugunda 08:52,F/b,Kids_World
1 500 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-avtomobil-bars-ID3KUJM.html,"Toshkent, Mirobod tumani - Bugunda 08:52",Yangi,Kids_World
2 800 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskaya-mashina-didit-ID423hB.html,"Toshkent, Sirg‘ali tumani - 30/04/2025",F/b,Kids_World
350 000 so’m,https://www.olx.uz/d/oz/obyavlenie/avtokreslo-mother-care-original-ID3AaHb.html,"Toshkent, Mirobod tumani - 28/04/2025",F/b,Kids_World
500 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskaya-kolyaska-v-otlichnom-sostoyanii-ID41Xe1.html,"Toshkent, Yunusobod tumani - 30/04/2025",F/b,Kids_World
300 000 so’m,https://www.olx.uz/d/oz/obyavlenie/obuv-i-aksessuary-dlya-barbi-ID3VZHC.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:54",Yangi,Kids_World
16 862 071 so’m,https://www.olx.uz/d/oz/obyavlenie/batut-naduvnoj-novyj-ne-kitaj-ID3ZfnR.html,"Toshkent, Mirobod tumani - Bugunda 08:51",Yangi,Kids_World
16 732 363 so’m,https://www.olx.uz/d/oz/obyavlenie/batut-yungi-7-4-xitoy-emas-ID409Rh.html,"Toshkent, Mirobod tumani - Bugunda 08:50",Yangi,Kids_World
30 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kurtka-osennyaya-vetrovka-na-devochku-podrostka-ID3NaBn.html,"Toshkent, Yunusobod tumani - Bugunda 08:50",F/b,Kids_World
"1 350 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kolyaska-mothercare-3v1-ID3JWek.html,"Toshkent, Yashnobod tumani - Bugunda 08:50",F/b,Kids_World
16 732 363 so’m,https://www.olx.uz/d/oz/obyavlenie/batut-rasprodazha-ne-kitajskij-garaniya-1-god-ID3ooQv.html,"Toshkent, Mirobod tumani - Bugunda 08:50",Yangi,Kids_World
49 990 so’m,https://www.olx.uz/d/oz/obyavlenie/mini-busy-book-bolalar-uchun-ID40iws.html,Nazarbek - Bugunda 08:50,Yangi,Kids_World
450 000 so’m,https://www.olx.uz/d/oz/obyavlenie/avtokreslo-detiski-ID3SH2T.html,Ziadin - Bugunda 08:50,F/b,Kids_World
150 000 so’m,https://www.olx.uz/d/oz/obyavlenie/shtany-i-koftochki-zheletka-smotrite-foto-ID3tiBn.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:50",Yangi,Kids_World
1 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kravat-detskaya-xolati-yaxwi-ID3P0di.html,"Toshkent, Yunusobod tumani - Bugunda 08:49",F/b,Kids_World
"1 250 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/detskaya-gorka-kacheliya-6v1-igrovaya-ploshadka-ID3wDrq.html,"Toshkent, Chilonzor tumani - 21/04/2025",Yangi,Kids_World
"250 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/raznye-figurki-funko-pop-original-ID41oYl.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:39",Yangi,Kids_World
75 000 so’m,https://www.olx.uz/d/oz/obyavlenie/firmennaya-obuv-dlya-devochek-razmer-22-24-26-28-29-30-32-ID34Fqf.html,"Toshkent, Yakkasaroy tumani - 29/04/2025",F/b,Kids_World
"1 200 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/velosiped-mtb762-ID3ogge.html,"Toshkent, Mirobod tumani - Bugunda 08:49",F/b,Kids_World
2 800 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-mashina-s-pultom-ID3yW04.html,Nukus - Bugunda 08:49,Yangi,Kids_World
220 000 so’m,https://www.olx.uz/d/oz/obyavlenie/sapozhki-zimnie-29-razmer-ID3t0l5.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:48",F/b,Kids_World
15 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bollar-shkaf-kravat-stoli-stol-mebel-ID426Lp.html,"Toshkent, Uchtepa tumani - Bugunda 08:48",Yangi,Kids_World
160 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-samokaty-ID41pgc.html,"Toshkent, Olmazor tumani - Bugunda 08:48",Yangi,Kids_World
"5 110 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/elektron-samakat-ID3vyV8.html,"Toshkent, Yunusobod tumani - Bugunda 08:48",F/b,Kids_World
160 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskie-samokaty-ID3ZicU.html,"Toshkent, Olmazor tumani - Bugunda 08:48",Yangi,Kids_World
160 000 so’m,https://www.olx.uz/d/oz/obyavlenie/prodayotsya-sarafan-dlya-devochek-novyj-ID426L9.html,Mirobod - Bugunda 08:48,Yangi,Kids_World
65 000 so’m,https://www.olx.uz/d/oz/obyavlenie/sandali-bosonozhki-22-razmer-na-malchika-kozha-ID426Lc.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:48",F/b,Kids_World
"50 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/detskaya-vannochka-ID2xvCo.html,"Toshkent, Yunusobod tumani - Bugunda 08:48",F/b,Kids_World
95 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-stul-dlya-sadikov-ID3YewE.html,"Toshkent, Uchtepa tumani - Bugunda 08:56",Yangi,Kids_World
1 284 112 so’m,https://www.olx.uz/d/oz/obyavlenie/robot-shar-sphero-mini-dlya-igr-i-programmirovaniya-ID3XbOm.html,"Toshkent, Yunusobod tumani - 13/04/2025",Yangi,Kids_World
1 297 082 so’m,https://www.olx.uz/d/oz/obyavlenie/obuv-v-tashkente-optom-i-v-roznicu-dostavka-besplatna-kruglosutka-ID3WX2I.html,Uchtepa - Bugunda 05:41,Yangi,Kids_World
25 000 so’m,https://www.olx.uz/d/oz/obyavlenie/mokasiny-dlya-devochek-tureckij-ID3SH26.html,Qorovul - Bugunda 08:47,Yangi,Kids_World
298 329 so’m,https://www.olx.uz/d/oz/obyavlenie/detskaya-omega-3-lil-critters-120-medvezhat-rybij-zhir-iz-ameriki-ID2eiNr.html,"Toshkent, Shayxontohur tumani - Bugunda 08:47",Yangi,Kids_World
90 000 so’m,https://www.olx.uz/d/oz/obyavlenie/xellouin-meshochek-s-krasnoj-zhidkostyu-ID3o1yD.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:47",Yangi,Kids_World
500 000 so’m,https://www.olx.uz/d/oz/obyavlenie/chakalok-beshigi-sotiladi-ID3UpAi.html,"Toshkent, Bektemir tumani - Bugunda 08:46",F/b,Kids_World
"980 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/bolalar-uchun-krovat-manezh-tumbasi-bn-ID3Fuxn.html,Farg‘ona - Bugunda 08:46,Yangi,Kids_World
200 000 so’m,https://www.olx.uz/d/oz/obyavlenie/karnavalnyj-kostyum-pchely-ID3bq8t.html,"Toshkent, Shayxontohur tumani - Bugunda 08:46",Yangi,Kids_World
"300 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/obuv-na-malchika-kozhanyj-s-mexom-ID358Pg.html,Buxoro - Bugunda 08:46,F/b,Kids_World
80 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-krasovkasi-ID3suDa.html,Shofirkon - Bugunda 08:46,Yangi,Kids_World
150 000 so’m,https://www.olx.uz/d/oz/obyavlenie/razvivayushhij-kovrik-ID2CP1p.html,"Toshkent, Mirobod tumani - Bugunda 08:45",F/b,Kids_World
6 800 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskaya-krovat-shkaf-komod-ID3XviX.html,Zangiota - Bugunda 08:45,Yangi,Kids_World
"2 140 186 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kolyaska-avtokreslo-seedo-ID40h8X.html,Zangiota - 30/04/2025,F/b,Kids_World
150 000 so’m,https://www.olx.uz/d/oz/obyavlenie/ayiqchalar-xizmati-ID3UqxL.html,Buxoro - 29/04/2025,Yangi,Kids_World
200 000 so’m,https://www.olx.uz/d/oz/obyavlenie/samokat-sidenali-samokat-bolalar-samakati-sidenali-detskaya-mashina-tolo-ID3ICRh.html,"Toshkent, Uchtepa tumani - 29/04/2025",Yangi,Kids_World
200 000 so’m,https://www.olx.uz/d/oz/obyavlenie/zhirnye-kisloty-s-omega-3-180-epk-120-dgk-180-kapsul-ID2JoXl.html,"Toshkent, Yunusobod tumani - Bugunda 08:48",Yangi,Kids_World
650 000 so’m,https://www.olx.uz/d/oz/obyavlenie/nabor-flomastery-262-shtuk-novye-ID3WhPc.html,"Toshkent, Yunusobod tumani - Bugunda 08:45",Yangi,Kids_World
550 000 so’m,https://www.olx.uz/d/oz/obyavlenie/lulka-bolalar-uchun-ID3Vixm.html,Nukus - Bugunda 08:45,F/b,Kids_World
"400 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/prodaetsya-detskaya-krovat-ID3bq8f.html,Mirobod - Bugunda 08:45,F/b,Kids_World
4 799 205 so’m,https://www.olx.uz/d/oz/obyavlenie/shok-cena-detskaya-mashina-bugatti-divo-12v-red-prava-nomer-priz-24-7-ID3wtBG.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:44",Yangi,Kids_World
75 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bolajon-uchun-raqam-va-sonlar-ID40itn.html,Nazarbek - Bugunda 08:43,F/b,Kids_World
300 000 so’m,https://www.olx.uz/d/oz/obyavlenie/prodam-dlya-detej-nochnik-3d-bolshe-12-diskov-raznyx-kartinok-ID3PJmD.html,"Toshkent, Chilonzor tumani - Bugunda 08:45",Yangi,Kids_World
"600 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/ikki-etajlik-temir-bogcha-kravat-sotiladi-ID41Zem.html,"Toshkent, Chilonzor tumani - Bugunda 08:42",F/b,Kids_World
100 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kurtka-dlya-malchika-ID33bX2.html,Buxoro - Bugunda 08:42,F/b,Kids_World
259 416 so’m,https://www.olx.uz/d/oz/obyavlenie/igrushki-dlya-detej-ID40isU.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:42",Yangi,Kids_World
2 699 000 so’m,https://www.olx.uz/d/oz/obyavlenie/karkasnyj-batut-dm-3-05-10-fut-besplatnaya-dostavka-i-ustanovka-ID3BfON.html,"Toshkent, Chilonzor tumani - 30/04/2025",Yangi,Kids_World
60 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bosonozhki-dlya-devochek-ID426Ee.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:20",F/b,Kids_World
4 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskoe-kreslo-chiccocterilizator-philipsdetskaya-krovatka-ID3XUHt.html,"Toshkent, Yakkasaroy tumani - 25/04/2025",Yangi,Kids_World
4 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-detskaya-mebel-2-krovati-i-shkaf-ID426Jw.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:41",F/b,Kids_World
"40 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/myagkaya-igrushka-myshonok-ID3LjoX.html,"Toshkent, Mirobod tumani - Bugunda 08:41",Yangi,Kids_World
"500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/tebranma-belanchak-mustahkam-holati-a-lo-ID3Fuwv.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:41",Yangi,Kids_World
"800 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/prodayu-svoyu-detskuyu-mebel-ID3SGZZ.html,"Toshkent, Chilonzor tumani - Bugunda 08:41",F/b,Kids_World
"220 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kombinezon-zimnij-3-6mes-turciya-nipper-land-ID3VnbN.html,"Toshkent, Yunusobod tumani - Bugunda 08:41",F/b,Kids_World
"60 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/katta-tup-fitnes-uchun-sotiladi-ID3fQlX.html,Yangi Margʻilon - Bugunda 08:40,F/b,Kids_World
"3 000 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/detskij-avtomobil-3-000-000-kelisimli-ID41ebc.html,Xo'jayli - Bugunda 08:40,Yangi,Kids_World
150 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskaya-kurtka-na-malchika-ID3vyTp.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:40",F/b,Kids_World
2 659 019 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-mashinasi-ID41L0K.html,Andijon - Bugunda 08:39,Yangi,Kids_World
1 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskaya-mebel-v-xoroshem-sostoyanii-1-000-000-kelisimli-ID41edp.html,Xo'jayli - Bugunda 08:39,Yangi,Kids_World
"9 800 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/detskie-ploshhadki-ksil-kacheli-gorki-vorkaut-karuseli-bolalar-majdonchasi-ID2qjO8.html,"Toshkent, Yashnobod tumani - 29/04/2025",Yangi,Kids_World
550 000 so’m,https://www.olx.uz/d/oz/obyavlenie/velokolyaska-2-v-1-dostavka-besplatnaya-ID3vRns.html,"Toshkent, Chilonzor tumani - Bugunda 05:07",Yangi,Kids_World
2 099 000 so’m,https://www.olx.uz/d/oz/obyavlenie/karkasnyj-batut-2-44-diametr-8-fut-besplatnaya-dostavka-i-ustanovka-ID2pkUc.html,"Toshkent, Shayxontohur tumani - 29/04/2025",Yangi,Kids_World
"250 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/raznye-figurki-funko-pop-original-ID41oYl.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:39",Yangi,Kids_World
400 000 so’m,https://www.olx.uz/d/oz/obyavlenie/stiralnaya-mashinka-malyutka-ID3Nayt.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:39",F/b,Kids_World
1 621 353 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-mashinasi-ID41L2N.html,Andijon - Bugunda 08:39,Yangi,Kids_World
"155 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kombinezon-3-6mes-turciya-ID3Vnbj.html,"Toshkent, Yunusobod tumani - Bugunda 08:39",F/b,Kids_World
"350 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/gruzovik-dlya-perevozki-hot-will-ID3Hx8x.html,"Toshkent, Mirobod tumani - Bugunda 08:37",F/b,Kids_World
850 000 so’m,https://www.olx.uz/d/oz/obyavlenie/stolik-3-v1-dlya-malyshej-v-nabore-stol-krysh-ID2HdBO.html,"Toshkent, Chilonzor tumani - Bugunda 08:40",Yangi,Kids_World
800 000 so’m,https://www.olx.uz/d/oz/obyavlenie/bolalar-kalyaskasi-va-hodinok-birgalikda-sotiladi-ID3k1AG.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:37",F/b,Kids_World
250 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-stol-bolalar-ovqatlanishi-uchun-stol-ID40irL.html,"Toshkent, Yunusobod tumani - Bugunda 08:37",F/b,Kids_World
350 000 so’m,https://www.olx.uz/d/oz/obyavlenie/komfortnaya-bolshaya-palatka-domik-kotoryj-spokojno-mozhet-vmestit-3-4-ID2yRot.html,"Toshkent, Chilonzor tumani - Bugunda 08:40",Yangi,Kids_World
15 000 so’m,https://www.olx.uz/d/oz/obyavlenie/mokasiny-dlya-devochek-ID3SGYB.html,Qorovul - Bugunda 08:37,Yangi,Kids_World
"300 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kolyaska-kolyaska-detskij-kolyaska-ID41RjQ.html,"Toshkent, Bektemir tumani - Bugunda 07:35",F/b,Kids_World
150 000 so’m,https://www.olx.uz/d/oz/obyavlenie/airsoft-gun-m645-topponcha-pistolet-realistichnyj-ID40tTS.html,"Toshkent, Shayxontohur tumani - Bugunda 06:23",Yangi,Kids_World
"648 541 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/detskij-stulchik-dlya-kormleniya-optom-i-v-roznicu-ID3V20M.html,"Toshkent, Shayxontohur tumani - 30/04/2025",Yangi,Kids_World
700 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskyj-velosiped-ID426Iu.html,"Toshkent, Olmazor tumani - Bugunda 08:37",F/b,Kids_World
907 958 so’m,https://www.olx.uz/d/oz/obyavlenie/modulnyj-shkaf-organajzer-ID2oMAl.html,"Toshkent, Chilonzor tumani - Bugunda 08:39",Yangi,Kids_World
300 000 so’m,https://www.olx.uz/d/oz/obyavlenie/vitamin-d-3-10-000-ID426I6.html,Eshonguzar - Bugunda 08:34,Yangi,Kids_World
400 000 so’m,https://www.olx.uz/d/oz/obyavlenie/dars-qiladigan-stol-stul-ID3MhOg.html,Termiz - Bugunda 08:37,F/b,Kids_World
"70 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/zimnie-botinki-mexovye-ID2CLil.html,"Toshkent, Chilonzor tumani - Bugunda 08:34",F/b,Kids_World
150 000 so’m,https://www.olx.uz/d/oz/obyavlenie/yosh-bolalar-oyok-kiyimlari-sotiladi-ID3UeyT.html,Termiz - Bugunda 08:36,Yangi,Kids_World
"155 650 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/duraoshrunvvdncgguralu150-000-ID3DoL5.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:32",Yangi,Kids_World
299 000 so’m,https://www.olx.uz/d/oz/obyavlenie/nabor-dlya-risovaniya-145-predmetov-ID2gKyY.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:32",Yangi,Kids_World
100 000 so’m,https://www.olx.uz/d/oz/obyavlenie/iziki-kedy-persej-32-razmer-19-5sm-ID3fO7y.html,"Toshkent, Yunusobod tumani - Bugunda 08:32",F/b,Kids_World
300 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskyj-samakat-ID426Hu.html,"Toshkent, Olmazor tumani - Bugunda 08:32",F/b,Kids_World
"2 800 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/pesochnica-detskaya-ID3Ki14.html,Samarqand - Bugunda 08:28,Yangi,Kids_World
"50 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/detskaya-odezhda-novorozhdyonnyx-ID3ulrQ.html,Nukus - 30/04/2025,Yangi,Kids_World
250 000 so’m,https://www.olx.uz/d/oz/obyavlenie/elektricheskij-molokootsos-usb-only-baby-ID3xkpH.html,"Toshkent, Shayxontohur tumani - 30/04/2025",Yangi,Kids_World
"550 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/lego-speed-champions-amg-petronas-srochno-ID3NavI.html,"Toshkent, Chilonzor tumani - Bugunda 08:31",F/b,Kids_World
80 000 so’m,https://www.olx.uz/d/oz/obyavlenie/krossy-podrostkovye-ID3SMd1.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:31",F/b,Kids_World
120 000 so’m,https://www.olx.uz/d/oz/obyavlenie/detskij-veshhi-cena-za-vse-otlichnom-sostoyanii-tureckij-i-pekin0-9-mes-d-ID426w0.html,"Toshkent, Yunusobod tumani - Bugunda 08:31",F/b,Kids_World
300 000 so’m,https://www.olx.uz/d/oz/obyavlenie/california-gold-nutrition-biotin-10-000-mkg-ID426Hd.html,Eshonguzar - Bugunda 08:31,Yangi,Kids_World
"500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/bogcha-uchun-mebel-sotiladi-ID41ZdR.html,"Toshkent, Chilonzor tumani - Bugunda 08:30",F/b,Kids_World
"480 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/bolalar-uchun-dars-qiladigan-parta-ID3tJg6.html,"Toshkent, Yunusobod tumani - Bugunda 08:30",Yangi,Kids_World
200 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kenguru-sostoyanie-xoroshee-ID2PaCb.html,"Toshkent, Mirobod tumani - Bugunda 08:30",F/b,Kids_World
"155 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/malenkaya-detskaya-mashinka-ID3Hx6A.html,"Toshkent, Mirobod tumani - Bugunda 08:30",F/b,Kids_World
100 000 so’m,https://www.olx.uz/d/oz/obyavlenie/krossovki-iz-turcii-ID3vyQ6.html,"Toshkent, Uchtepa tumani - Bugunda 08:30",Yangi,Kids_World
500 000 so’m,https://www.olx.uz/d/oz/obyavlenie/prodam-stulchik-detskij-ID3EUtJ.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:30",F/b,Kids_World
1 300 000 so’m,https://www.olx.uz/d/oz/obyavlenie/originalnyj-karkasnyj-batut-1-5-dm-5-fut-besplatnaya-dostavka-ID2zmtW.html,"Toshkent, Uchtepa tumani - 30/04/2025",Yangi,Kids_World
180 000 so’m,https://www.olx.uz/d/oz/obyavlenie/podguzniki-s2-ID41VxT.html,"Toshkent, Chilonzor tumani - 28/04/2025",Yangi,Kids_World
400 000 so’m,https://www.olx.uz/d/oz/obyavlenie/rasprodazha-skidki-ergoryukzak-kenguru-omni-360-ergobaby-ID3Cs6D.html,"Toshkent, Yakkasaroy tumani - 28/04/2025",Yangi,Kids_World
80 000 so’m,https://www.olx.uz/d/oz/obyavlenie/kostyumchik-detskij-letne-vesennij-ID33cqD.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 08:30",Yangi,Kids_World
