Price,URL,Location_Date,ConditionCategory,MainCategory
389 124 721 so’m,https://www.olx.uz/d/oz/obyavlenie/malibu-2-xl-sotiladi-ID40LlU.html,"Toshkent, Shayxontohur tumani - Bugunda 09:00",not specified,Transport
6 485 412 so’m,https://www.olx.uz/d/oz/obyavlenie/celxoz-shini-traktor-pogruzchik-16-9-24-ID24AiR.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
"648 541 202 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/l6-max-notariusga-tajjor-ID426vX.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",not specified,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/matorlar-sotila-va-ustanovka-kilib-beriladi-ID3dAHo.html,Sirdaryo - Bugunda 09:00,F/b,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/dvigatel-dlya-gruzovyx-avtomobilej-metan-gazovyj-ID2esJR.html,Yaypan - Bugunda 09:00,F/b,Transport
9 079 577 so’m,https://www.olx.uz/d/oz/obyavlenie/21-3r-24-t150-balon-ID29Jql.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
"830 132 739 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/tyagach-s-cementovozom-ID41zUK.html,To'raqo'rg'on - Bugunda 09:00,not specified,Transport
164 080 924 so’m,https://www.olx.uz/d/oz/obyavlenie/kobalt-4-chernye-diski-midnajt-at-2025g-kuzov-bez-probeg-ID3pCl6.html,"Toshkent, Uchtepa tumani - Bugunda 09:00",not specified,Transport
142 679 064 so’m,https://www.olx.uz/d/oz/obyavlenie/chevralet-koblt-god-2023-probeg-38-300-ID41w66.html,"Toshkent, Yashnobod tumani - 27/04/2025",not specified,Transport
1 750 000 so’m,https://www.olx.uz/d/oz/obyavlenie/neoline-xcop-8800-wifi-ID426J3.html,Nukus - Bugunda 08:39,F/b,Transport
"156 946 971 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/cobalt-2024-4-poz-47-min-probeg-ID422KF.html,"Toshkent, Yunusobod tumani - 30/04/2025",not specified,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/metan-gazli-motorlar-barcha-yuk-moshinalarga-340hp-380hp-420hp-ID2J36G.html,Tayloq - Bugunda 09:00,F/b,Transport
"5 836 871 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/maybach-rul-orginal-ID2MFhg.html,"Toshkent, Yunusobod tumani - Bugunda 09:00",F/b,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/matorlar-zavodskoj-howo-wechai-matorlari-komplekt-xolatda-sotuvda-ID2e4X6.html,Farg‘ona - Bugunda 09:00,F/b,Transport
700 000 so’m,https://www.olx.uz/d/oz/obyavlenie/migalka-kok-rangi-2-ta-ID2Oh1E.html,"Toshkent, Yashnobod tumani - Bugunda 09:00",F/b,Transport
"38 912 472 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/xova-shakman-dizel-motorlari-sotuvda-ID2Kfnw.html,"Toshkent, Yunusobod tumani - Bugunda 09:00",F/b,Transport
"94 687 016 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/prodayu-chevrolet-lacetti-2011-goda-ID426wR.html,"Toshkent, Yunusobod tumani - Bugunda 09:00",not specified,Transport
4 864 059 so’m,https://www.olx.uz/d/oz/obyavlenie/shiny-dlya-ekskavatorov-pogruzchikov-16-70-20-ID23jR1.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
1 297 082 so’m,https://www.olx.uz/d/oz/obyavlenie/6-50-10-ling-long-ID1KMEJ.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
"51 883 296 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/howo-shacman-metan-gaz-matorlar-sotuvda-ID2i8Uv.html,Marg'ilon - Bugunda 09:00,F/b,Transport
"8 900 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/sitycoco-harli-skuter-electroskuter-arzonga-beriladi-ID3LdjE.html,"Toshkent, Uchtepa tumani - Bugunda 09:00",not specified,Transport
2 723 873 so’m,https://www.olx.uz/d/oz/obyavlenie/byd-e2-rulevoj-mexanizm-i-amortizator-perednij-ID3FmUS.html,"Toshkent, Yashnobod tumani - 30/04/2025",Yangi,Transport
2 990 000 so’m,https://www.olx.uz/d/oz/obyavlenie/skuter-sotiladi-xorazm-ID4203v.html,Shovot - 29/04/2025,not specified,Transport
"88 888 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/prikuritel-perekuritel-prikurit-prikurit-peremichka-kabel-ID3dU3q.html,"Toshkent, Mirzo-Ulug‘bek tumani - 30/04/2025",Yangi,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/howo-shacman-cams-daf-volvo-gaz-matorlar-sotiladi-ID2cNL4.html,"Toshkent, Yunusobod tumani - Bugunda 09:00",F/b,Transport
3 242 706 so’m,https://www.olx.uz/d/oz/obyavlenie/kara-shina-avtokara-ID23BIG.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
"3 696 685 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/zadnij-bamper-bufer-byd-tang-ev-2022-novyj-ID3FuBu.html,Samarqand - Bugunda 09:00,Yangi,Transport
6 744 829 so’m,https://www.olx.uz/d/oz/obyavlenie/16-9-28-optom-balon-ID3vYwa.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/zavodskoj-gazli-matorlar-sotiladi-howo-shacman-380420-ot-kuchiga-ega-ID2L98J.html,Jizzax - Bugunda 09:00,F/b,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/metan-gazlik-zavodskoj-dvigatellar-sotiladi-ID29pmv.html,Quvasoy - Bugunda 09:00,F/b,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/shacman-howo-metan-gaz-matorlar-sotiladi-ID2i8VF.html,Andijon - Bugunda 09:00,F/b,Transport
"100 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/avto-magnitola-monitor-na-zapchasti-ID3m9ow.html,Buxoro - Bugunda 09:00,F/b,Transport
25 000 so’m,https://www.olx.uz/d/oz/obyavlenie/rezina-dlya-peretyazhki-gruza-ID3yW4b.html,"Toshkent, Yashnobod tumani - Bugunda 09:00",Yangi,Transport
97 281 180 so’m,https://www.olx.uz/d/oz/obyavlenie/prodam-hyundai-accent-2007-idealnoe-sostoyanie-ID40cLE.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 09:00",not specified,Transport
162 770 871 so’m,https://www.olx.uz/d/oz/obyavlenie/midnicht-cobltmaslasrochna-ID41Y3f.html,"Toshkent, Sirg‘ali tumani - Bugunda 02:59",not specified,Transport
132 302 405 so’m,https://www.olx.uz/d/oz/obyavlenie/chevrolet-nexia-3-ID425Wq.html,"Toshkent, Bektemir tumani - Bugunda 05:44",not specified,Transport
"145 273 229 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kobalt-avtomat-sotiladi-ID41O76.html,Qibray - Bugunda 04:24,not specified,Transport
"168 620 713 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kater-sotiladi-tez-motori-yuk-ID3MfJ3.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",not specified,Transport
1 820 000 so’m,https://www.olx.uz/d/oz/obyavlenie/honda-crider-oblicovka-ID3Fnny.html,"Toshkent, Chilonzor tumani - Bugunda 09:00",Yangi,Transport
246 445 657 so’m,https://www.olx.uz/d/oz/obyavlenie/nasiya-hongqi-e-qm5-500km-ID426NT.html,"Toshkent, Uchtepa tumani - Bugunda 09:00",not specified,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/zavodskoj-metan-gazli-va-dizel-motorlar-komplekt-xolatda-sotuvda-gar-ID2J37q.html,Nurobod - Bugunda 09:00,F/b,Transport
"1 945 624 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/balon-avtoshini-optom-ID28sGR.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
"382 639 309 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/changan-deepal-s07-285-max-dop-opsiya-ID41eke.html,"Toshkent, Shayxontohur tumani - Bugunda 09:00",not specified,Transport
5 642 308 so’m,https://www.olx.uz/d/oz/obyavlenie/celxoz-balon-traktor-16-70-24-ID28sAE.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
124 519 911 so’m,https://www.olx.uz/d/oz/obyavlenie/gentra-sotiladi-ID3SH5K.html,Buxoro - Bugunda 09:00,not specified,Transport
5 512 600 so’m,https://www.olx.uz/d/oz/obyavlenie/celxoz-shini-traktor-pogruzchik-ID23BNp.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
1 297 082 so’m,https://www.olx.uz/d/oz/obyavlenie/celxoz-shini-traktor-pogruzchik-ID23BKn.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
155 649 889 so’m,https://www.olx.uz/d/oz/obyavlenie/malibu-1-srochno-ID41V4Q.html,"Toshkent, Yakkasaroy tumani - 28/04/2025",not specified,Transport
"778 249 443 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/ekskavator-pogruzchik-sdlg-b877f-v-nalichii-ID2W0tM.html,"Toshkent, Sirg‘ali tumani - Bugunda 07:08",not specified,Transport
"453 979 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/akkumulyator-dostavka-ID3ruCb.html,"Toshkent, Shayxontohur tumani - 23/04/2025",Yangi,Transport
4 993 767 so’m,https://www.olx.uz/d/oz/obyavlenie/pogruzchik-balon-traktor-16-70-20-ID28sFn.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:59",Yangi,Transport
"2 334 748 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/celxoz-shini-traktor-pogruzchik-ID23BMt.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:59",Yangi,Transport
"1 297 082 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/karcher-daewoo-rossiyadan-olib-keganman-uzum-marketda-2-million-turipti-ID3BdgU.html,Buxoro - Bugunda 08:59,Yangi,Transport
800 000 so’m,https://www.olx.uz/d/oz/obyavlenie/14-diska-balon-damas-ID40iyO.html,Chinoz - Bugunda 08:59,F/b,Transport
19 456 236 so’m,https://www.olx.uz/d/oz/obyavlenie/avtoshina-14-00-r-25-ID3KeCG.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:59",Yangi,Transport
9 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/elektroskuter-optom-narxlarda-ID3ltBH.html,"Toshkent, Uchtepa tumani - Bugunda 08:59",not specified,Transport
3 900 000 so’m,https://www.olx.uz/d/oz/obyavlenie/skuter-model-jk-ID3jb1m.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:59",not specified,Transport
106 360 757 so’m,https://www.olx.uz/d/oz/obyavlenie/spark-avtomat-benzin-gaz-yoq-ID41Zi1.html,"Toshkent, Uchtepa tumani - Bugunda 08:59",not specified,Transport
"10 000 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/skuter-e-power-3-0-ID40iyJ.html,G'ijduvon - Bugunda 08:59,not specified,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/polnyj-komplekt-gaz-matorlar-ID2e4Yw.html,Ohangaron - Bugunda 08:59,F/b,Transport
3 242 706 so’m,https://www.olx.uz/d/oz/obyavlenie/neoline-x-cop-9700s-dostavka-fleshka-64gb-ID3BQWS.html,"Toshkent, Mirobod tumani - 29/04/2025",Yangi,Transport
"136 193 652 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/prodayotsya-uaz-patriot-ID3V4BK.html,"Toshkent, Mirzo-Ulug‘bek tumani - 30/04/2025",not specified,Transport
30 481 436 so’m,https://www.olx.uz/d/oz/obyavlenie/matiz-mx-sotiladi-2006-ID41X2B.html,"Toshkent, Shayxontohur tumani - 30/04/2025",not specified,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/metan-gazli-motorlar-komplekt-xolatda-sotuvga-tajyor-ID2KOOA.html,Baxt - Bugunda 08:59,F/b,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/metan-gaz-dvigatel-va-zapchastlari-ID2esJm.html,Zarafshon - Bugunda 08:59,F/b,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/zavodskoj-metan-gazli-motorlar-komplekt-xolatda-sotuvda-ID2KLOy.html,Shirin - Bugunda 08:59,F/b,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/zavodskoj-gazli-va-dizel-motorlar-sotuvga-tayor-ideal-komplekt-xolatda-ID2Jpj6.html,Zarbdor - Bugunda 08:59,F/b,Transport
"16 213 530 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/benzinli-muravej-benzinli-motoroller-matasikul-benzinli-muravey-ID3XTNd.html,Eshonguzar - Bugunda 08:59,not specified,Transport
"5 700 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/elektroskuter-skuter-skuter-ID3Ldi2.html,"Toshkent, Uchtepa tumani - Bugunda 08:59",not specified,Transport
"4 700 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/elektroskuter-zhk-yangi-model-ID3lpC9.html,"Toshkent, Uchtepa tumani - Bugunda 08:59",not specified,Transport
80 000 so’m,https://www.olx.uz/d/oz/obyavlenie/zhiguli-07-eshik-ruchkalari-sotilodi-ID40tcI.html,Urganch - Bugunda 08:59,F/b,Transport
5 500 000 so’m,https://www.olx.uz/d/oz/obyavlenie/skuter-arzon-narxda-optom-ID3Amzp.html,Nazarbek - Bugunda 08:59,not specified,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/xova-380-420-shakman-zavodskoj-gazlik-motorlari-komplekt-xolatda-ID2L9NN.html,Mang'it - Bugunda 08:59,F/b,Transport
"1 320 000 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/kolesnyj-ekskavator-sany-sy155w-0-6-kub-m-ID3qna7.html,"Toshkent, Mirobod tumani - 29/04/2025",not specified,Transport
2 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/isuzu-yuk-avtomobillari-uchun-3-ta-orginal-made-in-japan-bridgestone-ID3W890.html,Mirobod - 10/04/2025,Yangi,Transport
166 026 548 so’m,https://www.olx.uz/d/oz/obyavlenie/coblt-eng-arzoni-bizadamidnicht-ID3U6pj.html,"Toshkent, Shayxontohur tumani - Bugunda 03:19",not specified,Transport
"5 500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/skuter-magazin-urikzor-ID3Amyz.html,Nazarbek - Bugunda 08:59,not specified,Transport
2 358 000 so’m,https://www.olx.uz/d/oz/obyavlenie/radar-detektor-neoline-x-cop-7800s-wi-fi-black-ID3ZTMp.html,"Toshkent, Yunusobod tumani - Bugunda 08:59",Yangi,Transport
30 481 436 so’m,https://www.olx.uz/d/oz/obyavlenie/matiz-sotiladi-2012-jil-pr-225000-metani-juk-yurishi-zur-ID426uM.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:59",not specified,Transport
"114 500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/nexia-3-metan-2021-din-axiri-ID426NH.html,Nukus - Bugunda 08:59,not specified,Transport
142 679 064 so’m,https://www.olx.uz/d/oz/obyavlenie/kobalt-avtomat-sotiladi-2022-yil-ID41Rhn.html,"Toshkent, Shayxontohur tumani - Bugunda 08:59",not specified,Transport
"71 339 532 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/matiz-best-2016-yil-ID426NA.html,Keles - Bugunda 08:59,not specified,Transport
260 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/pricepy-i-polupricep-universalnyj-kontejnerovoz-ID3UVca.html,Samarqand - Bugunda 09:01,not specified,Transport
1 686 207 so’m,https://www.olx.uz/d/oz/obyavlenie/28-9-15-ozka-kara-balon-skidka-ID3j2wk.html,"Toshkent, Sirg‘ali tumani - Bugunda 08:59",Yangi,Transport
6 485 412 so’m,https://www.olx.uz/d/oz/obyavlenie/hunday-55-kovush-sotiladi-xolati-alo-usilit-qilingan-kup-ishlamagan-ID3SH5p.html,Navoiy - Bugunda 08:58,Yangi,Transport
"550 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/benzobak-na-matiz-ID40iys.html,"Toshkent, Yunusobod tumani - Bugunda 08:58",F/b,Transport
"106 360 757 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/shevrolet-lasetti-obem-motora-1-8-ID3WykK.html,"Toshkent, Yunusobod tumani - Bugunda 03:48",not specified,Transport
161 486 759 so’m,https://www.olx.uz/d/oz/obyavlenie/cobalt-stayl-plus-2025-ID413pp.html,"Toshkent, Uchtepa tumani - Bugunda 04:36",not specified,Transport
"466 949 666 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/numer-takilgan-howo-vodovoz-5-kub-tajjor-ID37r1c.html,"Toshkent, Sirg‘ali tumani - 29/04/2025",not specified,Transport
5 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/electrovelik-prava-nomer-soralmaydi-ID3XHFR.html,Eshonguzar - Bugunda 09:01,not specified,Transport
"7 800 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/electrovelik-120-km-yuradi-ID3VVyC.html,"Toshkent, Uchtepa tumani - Bugunda 09:01",not specified,Transport
"155 649 889 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/probeg-xalol-2-chi-kul-ID3VnhB.html,Bekobod - Bugunda 09:01,not specified,Transport
6 485 412 so’m,https://www.olx.uz/d/oz/obyavlenie/avtoshiny-16-9-24-traktor-pogruzchik-ID288j9.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:01",Yangi,Transport
1 945 624 so’m,https://www.olx.uz/d/oz/obyavlenie/mezhikar-909-oreninal-ID3Yo8a.html,Termiz - Bugunda 09:01,F/b,Transport
4 150 664 so’m,https://www.olx.uz/d/oz/obyavlenie/celxoz-shini-traktor-pogruzchik-ID23BN3.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:01",Yangi,Transport
66 000 so’m,https://www.olx.uz/d/oz/obyavlenie/ovoz-kuchaytirgich-avto-hushtak-dostavka-bor-ID3YHU3.html,Sirdaryo - Bugunda 09:02,Yangi,Transport
58 368 708 so’m,https://www.olx.uz/d/oz/obyavlenie/howo-cams-shacman-metan-gazli-mator-zavodskoy-standart-komplekt-ID2ehsJ.html,Angren - Bugunda 09:01,F/b,Transport
1 100 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/john-deere-6140b-traktor-harid-qilsangiz-3-korpus-plug-sovgaga-ID41L7q.html,Zangiota - Bugunda 09:01,not specified,Transport
11 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/redline-skuter-yangi-ID3y7xF.html,Nazarbek - Bugunda 09:01,not specified,Transport
"167 323 630 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/changan-kaicheng-gruzovoj-ID3W0e6.html,"Toshkent, Sirg‘ali tumani - Bugunda 06:11",not specified,Transport
1 556 498 885 so’m,https://www.olx.uz/d/oz/obyavlenie/avtokran-xcmg-30t-ID40TeH.html,"Toshkent, Mirzo-Ulug‘bek tumani - 29/04/2025",not specified,Transport
375 000 so’m,https://www.olx.uz/d/oz/obyavlenie/tanirofka-12-oj-375-000-sum-ID3Ip9N.html,"Toshkent, Sirg‘ali tumani - 30/04/2025",Yangi,Transport
8 000 000 so’m,https://www.olx.uz/d/oz/obyavlenie/tricikl-skuter-yangi-ID3oRKA.html,"Toshkent, Uchtepa tumani - Bugunda 09:01",not specified,Transport
"5 900 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/elektroskuter-skuter-ID3k0is.html,"Toshkent, Uchtepa tumani - Bugunda 09:01",not specified,Transport
3 900 000 so’m,https://www.olx.uz/d/oz/obyavlenie/skuter-arzon-narxda-ID3AmyV.html,Nazarbek - Bugunda 09:00,not specified,Transport
"5 200 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/skuter-zhk-skuter-jk-elektroskuter-electroskuter-ID3zzfT.html,"Toshkent, Uchtepa tumani - Bugunda 09:00",not specified,Transport
"9 500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/skuter-nasiya-savdo-xarid-kiling-ID3oRLS.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",not specified,Transport
"4 700 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/skuter-optom-narxda-nasiya-saydo-bor-ID3lsl6.html,"Toshkent, Uchtepa tumani - Bugunda 09:00",not specified,Transport
"25 500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/motocikl-elektricheskij-ID3k0pM.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",not specified,Transport
"3 700 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/samokat-skuterlar-eng-arzon-narxlarda-ID3bLyx.html,"Toshkent, Mirobod tumani - Bugunda 09:00",not specified,Transport
77 824 944 so’m,https://www.olx.uz/d/oz/obyavlenie/gaz-3309-furgon-ID3NaE6.html,To'rtko'l - Bugunda 09:00,not specified,Transport
3 307 560 so’m,https://www.olx.uz/d/oz/obyavlenie/avtoshina-200-50-10-ID3KrQc.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
373 559 732 so’m,https://www.olx.uz/d/oz/obyavlenie/leapmotor-c16-2-dop-opciya-gibrid-3-yil-kafolat-lepmotor-avtosalon-ID3SvfN.html,"Toshkent, Chilonzor tumani - 28/04/2025",not specified,Transport
"102 469 510 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/neksiya-3-ravon-avtomat-sotiladi-juki-arenda-ID41Xc7.html,"Toshkent, Yunusobod tumani - 28/04/2025",not specified,Transport
25 941 648 so’m,https://www.olx.uz/d/oz/obyavlenie/prodayu-balony-michelin-r23-ID40Lyu.html,"Toshkent, Yunusobod tumani - 30/04/2025",F/b,Transport
8 900 000 so’m,https://www.olx.uz/d/oz/obyavlenie/redline-skuter-nasiya-savdo-boshlangich-tolovsiz-ID3k0jH.html,"Toshkent, Uchtepa tumani - Bugunda 09:00",not specified,Transport
"4 500 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/skuter-r-14-magazin-nasiya-savdo-boshlangich-tulovlarsiz-ID3g8p6.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",not specified,Transport
"28 535 813 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/vaz-2102-sotiladi-yoki-arenda-kelishamiz-ID3XZMB.html,"Toshkent, Mirzo-Ulug‘bek tumani - Bugunda 09:00",not specified,Transport
4 215 518 so’m,https://www.olx.uz/d/oz/obyavlenie/avtoshina-325-95-r-24-ID3Kogi.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
3 696 685 so’m,https://www.olx.uz/d/oz/obyavlenie/avroshina-12-00-r-20-ID3KrZT.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
3 696 685 so’m,https://www.olx.uz/d/oz/obyavlenie/avtoshina-315-80-r-22-5-ID3Koeq.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
389 124 721 so’m,https://www.olx.uz/d/oz/obyavlenie/malibu-2-xl-sotiladi-ID40LlU.html,"Toshkent, Shayxontohur tumani - Bugunda 09:00",not specified,Transport
6 485 412 so’m,https://www.olx.uz/d/oz/obyavlenie/celxoz-shini-traktor-pogruzchik-16-9-24-ID24AiR.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
"648 541 202 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/l6-max-notariusga-tajjor-ID426vX.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",not specified,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/matorlar-sotila-va-ustanovka-kilib-beriladi-ID3dAHo.html,Sirdaryo - Bugunda 09:00,F/b,Transport
"518 833 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/akumlyator-akkumulyator-akumlyator-optom-akkumulyator-dostavka-24-7-ID3rkAA.html,"Toshkent, Chilonzor tumani - 28/04/2025",Yangi,Transport
726 366 146 so’m,https://www.olx.uz/d/oz/obyavlenie/beijing-bj-60-gibrid-1200km-ID41og3.html,"Toshkent, Bektemir tumani - Bugunda 05:42",not specified,Transport
324 270 601 so’m,https://www.olx.uz/d/oz/obyavlenie/lemken-europal-8-john-deere-case-puma-claas-arion-belarus-tortadi-ID3YB8b.html,Bulung'ur - 30/04/2025,not specified,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/dvigatel-dlya-gruzovyx-avtomobilej-metan-gazovyj-ID2esJR.html,Yaypan - Bugunda 09:00,F/b,Transport
9 079 577 so’m,https://www.olx.uz/d/oz/obyavlenie/21-3r-24-t150-balon-ID29Jql.html,"Toshkent, Sirg‘ali tumani - Bugunda 09:00",Yangi,Transport
"830 132 739 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/tyagach-s-cementovozom-ID41zUK.html,To'raqo'rg'on - Bugunda 09:00,not specified,Transport
164 080 924 so’m,https://www.olx.uz/d/oz/obyavlenie/kobalt-4-chernye-diski-midnajt-at-2025g-kuzov-bez-probeg-ID3pCl6.html,"Toshkent, Uchtepa tumani - Bugunda 09:00",not specified,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/metan-gazli-motorlar-barcha-yuk-moshinalarga-340hp-380hp-420hp-ID2J36G.html,Tayloq - Bugunda 09:00,F/b,Transport
"5 836 871 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/maybach-rul-orginal-ID2MFhg.html,"Toshkent, Yunusobod tumani - Bugunda 09:00",F/b,Transport
51 883 296 so’m,https://www.olx.uz/d/oz/obyavlenie/matorlar-zavodskoj-howo-wechai-matorlari-komplekt-xolatda-sotuvda-ID2e4X6.html,Farg‘ona - Bugunda 09:00,F/b,Transport
700 000 so’m,https://www.olx.uz/d/oz/obyavlenie/migalka-kok-rangi-2-ta-ID2Oh1E.html,"Toshkent, Yashnobod tumani - Bugunda 09:00",F/b,Transport
"38 912 472 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/xova-shakman-dizel-motorlari-sotuvda-ID2Kfnw.html,"Toshkent, Yunusobod tumani - Bugunda 09:00",F/b,Transport
"94 687 016 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/prodayu-chevrolet-lacetti-2011-goda-ID426wR.html,"Toshkent, Yunusobod tumani - Bugunda 09:00",not specified,Transport
310 550 550 so’m,https://www.olx.uz/d/oz/obyavlenie/gac-empow-1-5-t-natarius-ID424po.html,"Toshkent, Yunusobod tumani - 30/04/2025",not specified,Transport
1 294 500 so’m,https://www.olx.uz/d/oz/obyavlenie/avto-vakuum-prd-insturumentlari-barchasi-mavzhud-ID41U60.html,Andijon - 29/04/2025,Yangi,Transport
"3 236 250 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/machetalite-r-sotiladi-ID40JWS.html,Samarqand - 29/04/2025,Yangi,Transport
"10 000 000 so’mKelishilgan
",https://www.olx.uz/d/oz/obyavlenie/benzin-skuter-benzinli-skuter-125-kub-ID3VVk9.html,Nazarbek - Bugunda 08:58,not specified,Transport
